index,time,wether,error,moving,no
968,2014/12/11 18:00,12.32,0.35734,0.0093,280
969,2014/12/11 19:00,12.26,0.98901,0.064,87
970,2014/12/11 20:00,14.45,0.23237,0.0073,237
971,2014/12/11 21:00,20.25,0.06559,0.0456,303
972,2014/12/11 22:00,15.97,0.39354,0.0877,198
973,2014/12/11 23:00,24.97,0.73264,0.0215,385
974,2014/12/12 0:00,12.71,0.1868,0.0058,134
975,2014/12/12 1:00,10.64,0.27415,0.0172,201
976,2014/12/12 2:00,11.57,0.92683,0.098,275
977,2014/12/12 3:00,11.39,0.60976,0.0773,40
978,2014/12/12 4:00,15.44,0.19355,0.0912,469
979,2014/12/12 5:00,16.58,0.30628,0.0771,161
980,2014/12/12 6:00,18.79,0.21992,0.0216,329
981,2014/12/12 7:00,11.36,0.90415,0.0358,98
982,2014/12/12 8:00,17.24,0.84385,0.0978,315
983,2014/12/12 9:00,21.42,0.02597,0.0586,334
984,2014/12/12 10:00,16.93,0.49039,0.0829,42
985,2014/12/12 11:00,10.78,0.83646,0.0817,299
986,2014/12/12 12:00,18.34,0.67343,0.0443,229
987,2014/12/12 13:00,21.55,0.47623,0.0783,40
988,2014/12/12 14:00,20.18,0.39683,0.0906,336
989,2014/12/12 15:00,18.58,0.98305,0.0395,164
990,2014/12/12 16:00,23.02,0.82061,0.0967,448
991,2014/12/12 17:00,21.78,0.02299,0.0992,291
992,2014/12/12 18:00,14.56,0.47548,0.0819,290
993,2014/12/12 19:00,20.4,0.74575,0.0791,499
994,2014/12/12 20:00,22.28,0.94418,0.0231,433
995,2014/12/12 21:00,19.21,0.30652,0.0307,189
996,2014/12/12 22:00,21.82,0.55082,0.0042,239
997,2014/12/12 23:00,16.65,0.34336,0.0652,106
998,2014/12/13 0:00,17.1,0.22391,0.0261,35
999,2014/12/13 1:00,15.32,0.96719,0.0329,433
1000,2014/12/13 2:00,10.23,0.41707,0.0695,336
1001,2014/12/13 3:00,21.48,0.90418,0.0481,188
1002,2014/12/13 4:00,22.8,0.28632,0.0731,57
1003,2014/12/13 5:00,22.89,0.28764,0.05,499
1004,2014/12/13 6:00,19.15,0.63658,0.0477,80
1005,2014/12/13 7:00,17.25,0.44211,0.0961,21
1006,2014/12/13 8:00,22.1,0.92173,0.0231,493
1007,2014/12/13 9:00,20.07,0.0744,0.0033,71
1008,2014/12/13 10:00,20.67,0.49003,0.0946,291
1009,2014/12/13 11:00,12.23,0.20313,0.0175,297
1010,2014/12/13 12:00,24.63,0.22993,0.0939,459
1011,2014/12/13 13:00,17.64,0.03209,0.0145,122
1012,2014/12/13 14:00,23.54,0.76325,0.0728,378
1013,2014/12/13 15:00,24.42,0.01832,0.0261,475
1014,2014/12/13 16:00,23.5,0.49872,0.0599,300
1015,2014/12/13 17:00,23.81,0.00097,0.0371,214
1016,2014/12/13 18:00,11.64,0.80136,0.0295,198
1017,2014/12/13 19:00,22.6,0.07834,0.0054,78
1018,2014/12/13 20:00,12.08,0.4265,0.013,371
1019,2014/12/13 21:00,12.28,0.67679,0.0719,278
1020,2014/12/13 22:00,23.15,0.04792,0.0177,19
1021,2014/12/13 23:00,18.2,0.46078,0.0892,82
1022,2014/12/14 0:00,21.51,0.56524,0.0318,365
1023,2014/12/14 1:00,16.93,0.17989,0.0943,362
1024,2014/12/14 2:00,19.8,0.78944,0.0906,282
1025,2014/12/14 3:00,17.61,0.27814,0.0024,435
1026,2014/12/14 4:00,24.81,0.21938,0.0986,164
1027,2014/12/14 5:00,12.38,0.51942,0.0175,13
1028,2014/12/14 6:00,18.61,0.34134,0.0032,477
1029,2014/12/14 7:00,19.31,0.51579,0.0973,172
1030,2014/12/14 8:00,10.32,0.75324,0.062,98
1031,2014/12/14 9:00,15.82,0.96303,0.0915,228
1032,2014/12/14 10:00,20.67,0.72613,0.0836,115
1033,2014/12/14 11:00,24.38,0.81245,0.0323,50
1034,2014/12/14 12:00,19.31,0.63473,0.0519,202
1035,2014/12/14 13:00,19.8,0.34221,0.0084,109
1036,2014/12/14 14:00,18.29,0.17526,0.0038,385
1037,2014/12/14 15:00,24.88,0.61826,0.011,260
1038,2014/12/14 16:00,16.36,0.0761,0.0918,489
1039,2014/12/14 17:00,19.5,0.3074,0.0336,287
1040,2014/12/14 18:00,22.48,0.08918,0.0833,13
1041,2014/12/14 19:00,18.89,0.04671,0.0813,248
1042,2014/12/14 20:00,12.46,0.49744,0.0434,167
1043,2014/12/14 21:00,13.45,0.01641,0.0608,278
1044,2014/12/14 22:00,22.55,0.55651,0.0664,256
1045,2014/12/14 23:00,16.05,0.73427,0.0204,212
1046,2014/12/15 0:00,23.64,0.68087,0.0735,407
1047,2014/12/15 1:00,10.38,0.90804,0.062,364
1048,2014/12/15 2:00,13.5,0.99001,0.0993,295
1049,2014/12/15 3:00,11.73,0.2985,0.039,399
1050,2014/12/15 4:00,14.18,0.69314,0.0894,231
1051,2014/12/15 5:00,18.3,0.96829,0.0994,200
1052,2014/12/15 6:00,16.52,0.32635,0.0756,24
1053,2014/12/15 7:00,13.99,0.88359,0.0674,208
1054,2014/12/15 8:00,17.02,0.49966,0.0467,376
1055,2014/12/15 9:00,10.32,0.80814,0.0872,45
1056,2014/12/15 10:00,15.47,0.59899,0.0508,315
1057,2014/12/15 11:00,18.1,0.35277,0.0236,329
1058,2014/12/15 12:00,22.7,0.15923,0.058,220
1059,2014/12/15 13:00,22.48,0.30515,0.0566,491
1060,2014/12/15 14:00,19.26,0.88432,0.0929,335
1061,2014/12/15 15:00,20.91,0.68626,0.036,210
1062,2014/12/15 16:00,21.76,0.96969,0.0676,492
1063,2014/12/15 17:00,23.97,0.14035,0.0286,500
1064,2014/12/15 18:00,11.84,0.98433,0.0522,183
1065,2014/12/15 19:00,15.7,0.11975,0.0778,492
1066,2014/12/15 20:00,14.76,0.76017,0.0154,289
1067,2014/12/15 21:00,22.66,0.46019,0.0389,191
1068,2014/12/15 22:00,12.72,0.35207,0.0538,125
1069,2014/12/15 23:00,21.56,0.73473,0.0289,373
1070,2014/12/16 0:00,22.39,0.93748,0.0409,38
1071,2014/12/16 1:00,22.15,0.94429,0.0225,396
1072,2014/12/16 2:00,16.51,0.99475,0.0675,108
1073,2014/12/16 3:00,14.15,0.83416,0.0672,264
1074,2014/12/16 4:00,23.91,0.10004,0.0238,61
1075,2014/12/16 5:00,17.61,0.3935,0.0109,98
1076,2014/12/16 6:00,13.84,0.67483,0.0532,173
1077,2014/12/16 7:00,14.71,0.25201,0.0088,225
1078,2014/12/16 8:00,14.83,0.43643,0.0664,352
1079,2014/12/16 9:00,14.25,0.27777,0.0137,420
1080,2014/12/16 10:00,15.38,0.1945,0.0693,271
1081,2014/12/16 11:00,15.97,0.36001,0.0069,407
1082,2014/12/16 12:00,18.97,0.89414,0.002,107
1083,2014/12/16 13:00,14.75,0.62182,0.0919,482
1084,2014/12/16 14:00,18.29,0.47897,0.0916,353
1085,2014/12/16 15:00,21.91,0.05574,0.0383,448
1086,2014/12/16 16:00,24.42,0.14773,0.0512,93
1087,2014/12/16 17:00,12.41,0.852,0.0518,60
1088,2014/12/16 18:00,18.63,0.05093,0.0952,77
1089,2014/12/16 19:00,16.01,0.07532,0.0819,227
1090,2014/12/16 20:00,18.74,0.48261,0.0525,427
1091,2014/12/16 21:00,10.86,0.36644,0.0455,223
1092,2014/12/16 22:00,11.27,0.20212,0.0182,425
1093,2014/12/16 23:00,20.13,0.71019,0.0586,76
1094,2014/12/17 0:00,11.99,0.73275,0.0985,235
1095,2014/12/17 1:00,22.59,0.83003,0.0506,329
1096,2014/12/17 2:00,21.85,0.7827,0.05,156
1097,2014/12/17 3:00,10.45,0.96491,0.0816,240
1098,2014/12/17 4:00,24.05,0.07833,0.0962,397
1099,2014/12/17 5:00,13.19,0.39163,0.0275,350
1100,2014/12/17 6:00,10.88,0.0459,0.0878,305
1101,2014/12/17 7:00,20.65,0.92961,0.0223,389
1102,2014/12/17 8:00,20.27,0.50343,0.086,198
1103,2014/12/17 9:00,13.26,0.35686,0.0731,436
1104,2014/12/17 10:00,20.52,0.73073,0.0116,311
1105,2014/12/17 11:00,24.78,0.54041,0.0865,193
1106,2014/12/17 12:00,23.01,0.24805,0.0736,35
1107,2014/12/17 13:00,24.26,0.6515,0.0808,257
1108,2014/12/17 14:00,13.92,0.29666,0.0606,397
1109,2014/12/17 15:00,13.55,0.3813,0.0376,22
1110,2014/12/17 16:00,13.47,0.76542,0.0846,489
1111,2014/12/17 17:00,21.32,0.83369,0.095,393
1112,2014/12/17 18:00,16.16,0.76358,0.0269,322
1113,2014/12/17 19:00,17.95,0.52155,0.0895,365
1114,2014/12/17 20:00,12.91,0.30845,0.085,55
1115,2014/12/17 21:00,19.46,0.54058,0.0867,363
1116,2014/12/17 22:00,24.91,0.64206,0.0141,192
1117,2014/12/17 23:00,13.82,0.30257,0.0014,20
1118,2014/12/18 0:00,18.73,0.62836,0.0647,40
1119,2014/12/18 1:00,21.07,0.61844,0.07,195
1120,2014/12/18 2:00,10.8,0.27828,0.0872,126
1121,2014/12/18 3:00,14.78,0.93865,0.0651,49
1122,2014/12/18 4:00,11.25,0.68535,0.0466,123
1123,2014/12/18 5:00,10.63,0.64277,0.087,206
1124,2014/12/18 6:00,24.37,0.63512,0.0508,98
1125,2014/12/18 7:00,10.97,0.27233,0.0868,415
1126,2014/12/18 8:00,20.71,0.16612,0.0505,127
1127,2014/12/18 9:00,10.93,0.76351,0.0231,272
1128,2014/12/18 10:00,19.85,0.29533,0.0029,267
1129,2014/12/18 11:00,22.13,0.03646,0.0355,180
1130,2014/12/18 12:00,19.22,0.22336,0.052,433
1131,2014/12/18 13:00,13.05,0.88928,0.066,329
1132,2014/12/18 14:00,11.86,0.53055,0.0271,147
1133,2014/12/18 15:00,22.81,0.61865,0.0472,479
1134,2014/12/18 16:00,22.33,0.53242,0.09,366
1135,2014/12/18 17:00,21.1,0.69453,0.0695,264
1136,2014/12/18 18:00,16.83,0.3422,0.001,374
1137,2014/12/18 19:00,23.61,0.70289,0.0589,41
1138,2014/12/18 20:00,19.02,0.71588,0.0013,364
1139,2014/12/18 21:00,24.06,0.85683,0.0646,137
1140,2014/12/18 22:00,24.58,0.63343,0.0032,386
1141,2014/12/18 23:00,24.3,0.47845,0.0023,176
1142,2014/12/19 0:00,18.02,0.87983,0.0564,329
1143,2014/12/19 1:00,10.08,0.76514,0.0519,105
1144,2014/12/19 2:00,11.83,0.60449,0.0228,212
1145,2014/12/19 3:00,21.09,0.57343,0.0442,223
1146,2014/12/19 4:00,20.68,0.64522,0.0322,353
1147,2014/12/19 5:00,19.07,0.64348,0.0305,48
1148,2014/12/19 6:00,19.42,0.46905,0.0595,253
1149,2014/12/19 7:00,18.1,0.40485,0.047,428
1150,2014/12/19 8:00,16.53,0.68658,0.0564,324
1151,2014/12/19 9:00,10.45,0.93116,0.0154,335
1152,2014/12/19 10:00,17.83,0.0713,0.0687,65
1153,2014/12/19 11:00,21.82,0.2589,0.0271,253
1154,2014/12/19 12:00,13.52,0.34018,0.0296,271
1155,2014/12/19 13:00,13.17,0.75704,0.0509,307
1156,2014/12/19 14:00,14.76,0.92234,0.099,485
1157,2014/12/19 15:00,15.43,0.99787,0.0995,483
1158,2014/12/19 16:00,24.42,0.68003,0.0607,126
1159,2014/12/19 17:00,19.52,0.35432,0.0821,295
1160,2014/12/19 18:00,13.55,0.0457,0.0622,221
1161,2014/12/19 19:00,10.83,0.85824,0.0647,488
1162,2014/12/19 20:00,15.13,0.88249,0.0559,458
1163,2014/12/19 21:00,15.72,0.41797,0.0063,90
1164,2014/12/19 22:00,18.75,0.79272,0.0839,452
1165,2014/12/19 23:00,24.12,0.66481,0.0823,420
1166,2014/12/20 0:00,24.32,0.70147,0.0089,397
1167,2014/12/20 1:00,17.57,0.50005,0.0735,250
1168,2014/12/20 2:00,20.97,0.27979,0.0545,80
1169,2014/12/20 3:00,17.6,0.64098,0.0803,325
1170,2014/12/20 4:00,16.76,0.11924,0.0871,96
1171,2014/12/20 5:00,15.2,0.92973,0.074,247
1172,2014/12/20 6:00,20.3,0.80284,0.0121,76
1173,2014/12/20 7:00,22.08,0.8743,0.0309,360
1174,2014/12/20 8:00,17.19,0.88682,0.0192,270
1175,2014/12/20 9:00,18.46,0.71826,0.0279,377
1176,2014/12/20 10:00,12.38,0.27741,0.0126,236
1177,2014/12/20 11:00,18.82,0.98568,0.0318,159
1178,2014/12/20 12:00,17.02,0.34798,0.0274,467
1179,2014/12/20 13:00,18.09,0.64899,0.0682,231
1180,2014/12/20 14:00,10.36,0.43324,0.0128,240
1181,2014/12/20 15:00,23.91,0.75743,0.0042,89
1182,2014/12/20 16:00,17.1,0.12943,0.0066,448
1183,2014/12/20 17:00,12.7,0.3979,0.0818,38
1184,2014/12/20 18:00,17.71,0.44616,0.0388,324
1185,2014/12/20 19:00,18.56,0.54031,0.0987,307
1186,2014/12/20 20:00,13.07,0.01875,0.0811,53
1187,2014/12/20 21:00,21.55,0.61832,0.0447,319
1188,2014/12/20 22:00,21.66,0.58554,0.0224,164
1189,2014/12/20 23:00,14.93,0.49866,0.0539,456
1190,2014/12/21 0:00,18.36,0.28662,0.0397,206
1191,2014/12/21 1:00,17.68,0.82611,0.03,346
1192,2014/12/21 2:00,21.3,0.6592,0.0173,311
1193,2014/12/21 3:00,19.56,0.88209,0.0941,206
1194,2014/12/21 4:00,22.77,0.19072,0.036,476
1195,2014/12/21 5:00,17.18,0.26337,0.0133,402
1196,2014/12/21 6:00,13.5,0.89825,0.0805,101
1197,2014/12/21 7:00,23.13,0.34778,0.008,316
1198,2014/12/21 8:00,16.87,0.96612,0.0606,402
1199,2014/12/21 9:00,14.32,0.07824,0.0852,397
1200,2014/12/21 10:00,13.21,0.38313,0.0041,399
1201,2014/12/21 11:00,22.45,0.91937,0.0865,299
1202,2014/12/21 12:00,11.16,0.25629,0.02,132
1203,2014/12/21 13:00,12.54,0.36001,0.0305,241
1204,2014/12/21 14:00,11.61,0.33677,0.0809,99
1205,2014/12/21 15:00,12.6,0.58572,0.0668,379
1206,2014/12/21 16:00,17.55,0.0841,0.0601,474
1207,2014/12/21 17:00,20.85,0.84855,0.0213,385
1208,2014/12/21 18:00,18.2,0.55472,0.0575,27
1209,2014/12/21 19:00,16.99,0.94743,0.0363,208
1210,2014/12/21 20:00,12.73,0.53875,0.07,385
1211,2014/12/21 21:00,19.82,0.50077,0.0064,147
1212,2014/12/21 22:00,15.71,0.75197,0.099,291
1213,2014/12/21 23:00,13.54,0.71815,0.0341,11
1214,2014/12/22 0:00,21.81,0.42715,0.0703,321
1215,2014/12/22 1:00,15.72,0.25753,0.0794,130
1216,2014/12/22 2:00,19.96,0.86583,0.026,243
1217,2014/12/22 3:00,10.01,0.58878,0.0552,255
1218,2014/12/22 4:00,13.97,0.94195,0.0443,31
1219,2014/12/22 5:00,23.39,0.05127,0.0541,291
1220,2014/12/22 6:00,13.52,0.08728,0.0764,457
1221,2014/12/22 7:00,13.61,0.24811,0.0385,254
1222,2014/12/22 8:00,22.33,0.70368,0.0705,121
1223,2014/12/22 9:00,16.78,0.02185,0.0704,108
1224,2014/12/22 10:00,16,0.02933,0.0727,318
1225,2014/12/22 11:00,15.74,0.51605,0.0746,439
1226,2014/12/22 12:00,20.36,0.55024,0.0674,274
1227,2014/12/22 13:00,13.5,0.6561,0.0861,298
1228,2014/12/22 14:00,11.88,0.58611,0.0243,326
1229,2014/12/22 15:00,11.01,0.08381,0.0486,97
1230,2014/12/22 16:00,17.06,0.33557,0.0048,149
1231,2014/12/22 17:00,22.55,0.7372,0.0274,266
1232,2014/12/22 18:00,23.74,0.77701,0.0769,48
1233,2014/12/22 19:00,22.62,0.12027,0.0571,475
1234,2014/12/22 20:00,22.78,0.3417,0.0656,476
1235,2014/12/22 21:00,12.6,0.01347,0.0284,472
1236,2014/12/22 22:00,10.59,0.82223,0.0012,372
1237,2014/12/22 23:00,23.01,0.28868,0.0017,241
1238,2014/12/23 0:00,12.92,0.74289,0.0087,40
1239,2014/12/23 1:00,17.24,0.66865,0.0204,270
1240,2014/12/23 2:00,18.07,0.78639,0.0068,416
1241,2014/12/23 3:00,14.05,0.10084,0.0022,344
1242,2014/12/23 4:00,15.3,0.83472,0.0412,32
1243,2014/12/23 5:00,23.39,0.46084,0.0674,401
1244,2014/12/23 6:00,13.61,0.66249,0.0951,79
1245,2014/12/23 7:00,19.76,0.31101,0.0617,109
1246,2014/12/23 8:00,12.63,0.6855,0.087,293
1247,2014/12/23 9:00,15.25,0.26195,0.003,364
1248,2014/12/23 10:00,18.87,0.29692,0.0991,178
1249,2014/12/23 11:00,19.16,0.38056,0.0444,455
1250,2014/12/23 12:00,12.71,0.28924,0.0424,19
1251,2014/12/23 13:00,24.36,0.34128,0.0093,273
1252,2014/12/23 14:00,18.25,0.31819,0.0976,254
1253,2014/12/23 15:00,14.03,0.72137,0.0963,284
1254,2014/12/23 16:00,12.43,0.30277,0.0247,85
1255,2014/12/23 17:00,11.37,0.56097,0.0637,199
1256,2014/12/23 18:00,10.48,0.58246,0.0992,470
1257,2014/12/23 19:00,15.26,0.53552,0.023,224
1258,2014/12/23 20:00,19.67,0.6365,0.0278,143
1259,2014/12/23 21:00,10.97,0.35253,0.0264,174
1260,2014/12/23 22:00,15.96,0.36378,0.0622,408
1261,2014/12/23 23:00,22.84,0.41557,0.0644,368
1262,2014/12/24 0:00,20.44,0.9614,0.0656,271
1263,2014/12/24 1:00,21.26,0.86127,0.0413,364
1264,2014/12/24 2:00,23.41,0.84739,0.0643,338
1265,2014/12/24 3:00,11.39,0.21507,0.0737,249
1266,2014/12/24 4:00,11.92,0.08272,0.091,119
1267,2014/12/24 5:00,23.73,0.22728,0.0759,414
1268,2014/12/24 6:00,21.61,0.99554,0.0798,457
1269,2014/12/24 7:00,11.59,0.87487,0.0703,304
1270,2014/12/24 8:00,14.9,0.533,0.0679,28
1271,2014/12/24 9:00,23.82,0.48978,0.0941,16
1272,2014/12/24 10:00,19.55,0.22972,0.0648,447
1273,2014/12/24 11:00,16.17,0.38662,0.0624,299
1274,2014/12/24 12:00,19.71,0.1232,0.0908,93
1275,2014/12/24 13:00,18.67,0.80697,0.038,269
1276,2014/12/24 14:00,18.52,0.47448,0.0485,271
1277,2014/12/24 15:00,21.84,0.23781,0.0092,273
1278,2014/12/24 16:00,19.23,0.96805,0.0361,180
1279,2014/12/24 17:00,17.86,0.73914,0.0269,453
1280,2014/12/24 18:00,22.69,0.00203,0.0527,314
1281,2014/12/24 19:00,10.34,0.27232,0.0771,96
1282,2014/12/24 20:00,13.89,0.67187,0.0738,122
1283,2014/12/24 21:00,12.41,0.66828,0.0479,326
1284,2014/12/24 22:00,15.23,0.50431,0.0299,325
1285,2014/12/24 23:00,15.58,0.98837,0.0933,297
1286,2014/12/25 0:00,10.35,0.50042,0.0712,30
1287,2014/12/25 1:00,13.09,0.10997,0.0096,42
1288,2014/12/25 2:00,20.73,0.3371,0.0337,206
1289,2014/12/25 3:00,11.76,0.01295,0.0199,294
1290,2014/12/25 4:00,21.94,0.74311,0.0528,69
1291,2014/12/25 5:00,12.58,0.94502,0.0465,214
1292,2014/12/25 6:00,12.83,0.58877,0.0655,413
1293,2014/12/25 7:00,24.85,0.85717,0.0953,59
1294,2014/12/25 8:00,13.98,0.75463,0.0926,216
1295,2014/12/25 9:00,23.76,0.00143,0.0846,458
1296,2014/12/25 10:00,20.17,0.10816,0.0216,178
1297,2014/12/25 11:00,23.73,0.17742,0.036,416
1298,2014/12/25 12:00,22.25,0.66841,0.0823,411
1299,2014/12/25 13:00,20.8,0.41665,0.0122,233
1300,2014/12/25 14:00,12.33,0.61154,0.0645,106
1301,2014/12/25 15:00,10.58,0.26264,0.0263,172
1302,2014/12/25 16:00,22.12,0.06083,0.0936,357
1303,2014/12/25 17:00,15.34,0.16207,0.0166,359
1304,2014/12/25 18:00,23.42,0.63624,0.0394,82
1305,2014/12/25 19:00,20.08,0.3358,0.0988,324
1306,2014/12/25 20:00,16.94,0.158,0.0937,114
1307,2014/12/25 21:00,23.43,0.14357,0.0314,399
1308,2014/12/25 22:00,23.12,0.84306,0.069,292
1309,2014/12/25 23:00,20.26,0.67186,0.0099,192
1310,2014/12/26 0:00,14.45,0.56868,0.0136,40
1311,2014/12/26 1:00,15.61,0.06413,0.0966,94
1312,2014/12/26 2:00,16.12,0.31299,0.0647,215
1313,2014/12/26 3:00,17.44,0.12421,0.0933,372
1314,2014/12/26 4:00,13.15,0.26999,0.0061,489
1315,2014/12/26 5:00,12.71,0.98064,0.083,293
1316,2014/12/26 6:00,22.67,0.97656,0.0901,301
1317,2014/12/26 7:00,15.8,0.12977,0.0293,356
1318,2014/12/26 8:00,17.3,0.68646,0.0814,91
1319,2014/12/26 9:00,23.7,0.64237,0.0832,339
1320,2014/12/26 10:00,10.36,0.70408,0.0897,365
1321,2014/12/26 11:00,17,0.43071,0.0782,427
1322,2014/12/26 12:00,10.34,0.31312,0.0753,417
1323,2014/12/26 13:00,18.72,0.38432,0.0707,259
1324,2014/12/26 14:00,14.04,0.81311,0.0255,132
1325,2014/12/26 15:00,24.93,0.77884,0.0213,432
1326,2014/12/26 16:00,19.44,0.63852,0.0412,469
1327,2014/12/26 17:00,19.95,0.56644,0.0264,219
1328,2014/12/26 18:00,15.74,0.00229,0.0917,35
1329,2014/12/26 19:00,23.05,0.69524,0.0526,144
1330,2014/12/26 20:00,15.18,0.66082,0.0524,455
1331,2014/12/26 21:00,15.81,0.41074,0.0575,363
1332,2014/12/26 22:00,19.24,0.0193,0.0953,133
1333,2014/12/26 23:00,17.78,0.86972,0.0534,28
1334,2014/12/27 0:00,24.87,0.85848,0.0538,335
1335,2014/12/27 1:00,10.88,0.22779,0.0246,478
1336,2014/12/27 2:00,22.25,0.58915,0.0851,192
1337,2014/12/27 3:00,17.31,0.62328,0.0741,62
1338,2014/12/27 4:00,14.44,0.88794,0.0355,370
1339,2014/12/27 5:00,19.49,0.28855,0.0918,380
1340,2014/12/27 6:00,20.51,0.26955,0.0822,81
1341,2014/12/27 7:00,16.45,0.93567,0.043,398
1342,2014/12/27 8:00,20.42,0.6646,0.0747,152
1343,2014/12/27 9:00,10.91,0.0421,0.0307,335
1344,2014/12/27 10:00,22.13,0.89274,0.0793,303
1345,2014/12/27 11:00,12.72,0.0598,0.0295,490
1346,2014/12/27 12:00,13.4,0.77412,0.0167,214
1347,2014/12/27 13:00,24.54,0.14512,0.0464,327
1348,2014/12/27 14:00,20.97,0.26776,0.0313,281
1349,2014/12/27 15:00,20.82,0.17509,0.0426,380
1350,2014/12/27 16:00,24.23,0.50926,0.0551,151
1351,2014/12/27 17:00,18.22,0.34719,0.0388,203
1352,2014/12/27 18:00,16.21,0.0853,0.0239,248
1353,2014/12/27 19:00,13.14,0.484,0.0484,158
1354,2014/12/27 20:00,11,0.52296,0.0025,178
1355,2014/12/27 21:00,19.79,0.57263,0.0941,194
1356,2014/12/27 22:00,17.86,0.94009,0.0235,355
1357,2014/12/27 23:00,24.88,0.66574,0.0298,53
1358,2014/12/28 0:00,13.82,0.01777,0.0812,212
1359,2014/12/28 1:00,21.77,0.97089,0.0012,107
1360,2014/12/28 2:00,18.93,0.93663,0.0045,118
1361,2014/12/28 3:00,21.17,0.20994,0.0616,76
1362,2014/12/28 4:00,24.19,0.80585,0.053,324
1363,2014/12/28 5:00,16.66,0.44871,0.0283,122
1364,2014/12/28 6:00,13.9,0.23156,0.0799,81
1365,2014/12/28 7:00,23.03,0.81048,0.0341,119
1366,2014/12/28 8:00,11.71,0.1928,0.0922,103
1367,2014/12/28 9:00,22.25,0.21761,0.0099,43
1368,2014/12/28 10:00,14.82,0.31471,0.0968,259
1369,2014/12/28 11:00,14.31,0.53431,0.0785,270
1370,2014/12/28 12:00,22.97,0.24679,0.0853,413
1371,2014/12/28 13:00,23.74,0.79968,0.079,85
1372,2014/12/28 14:00,19.6,0.6537,0.0755,283
1373,2014/12/28 15:00,11.01,0.38208,0.061,379
1374,2014/12/28 16:00,18.72,0.53596,0.0824,458
1375,2014/12/28 17:00,11.64,0.95115,0.0186,162
1376,2014/12/28 18:00,17.86,0.65271,0.0323,424
1377,2014/12/28 19:00,22.68,0.02313,0.0093,30
1378,2014/12/28 20:00,11.57,0.24963,0.0395,394
1379,2014/12/28 21:00,16.97,0.4175,0.0534,358
1380,2014/12/28 22:00,16.52,0.74327,0.0429,310
1381,2014/12/28 23:00,11.46,0.22732,0.029,428
1382,2014/12/29 0:00,14.94,0.90698,0.0892,165
1383,2014/12/29 1:00,17.3,0.55203,0.0411,284
1384,2014/12/29 2:00,24.87,0.34525,0.056,478
1385,2014/12/29 3:00,17.76,0.11983,0.0958,130
1386,2014/12/29 4:00,16.28,0.46703,0.0111,33
1387,2014/12/29 5:00,17.18,0.37195,0.0488,65
1388,2014/12/29 6:00,21.57,0.56852,0.0416,190
1389,2014/12/29 7:00,23.79,0.74169,0.0776,491
1390,2014/12/29 8:00,23.27,0.72131,0.0628,244
1391,2014/12/29 9:00,13.15,0.6103,0.0439,215
1392,2014/12/29 10:00,19.88,0.0889,0.0226,26
1393,2014/12/29 11:00,13.36,0.04023,0.0836,225
1394,2014/12/29 12:00,18.25,0.02612,0.0881,111
1395,2014/12/29 13:00,16.48,0.27548,0.0537,67
1396,2014/12/29 14:00,20.92,0.97505,0.0566,151
1397,2014/12/29 15:00,13.56,0.62755,0.094,60
1398,2014/12/29 16:00,11.2,0.54165,0.0591,397
1399,2014/12/29 17:00,17.49,0.12515,0.0239,207
1400,2014/12/29 18:00,24.85,0.8343,0.0887,274
1401,2014/12/29 19:00,19.88,0.04615,0.0678,68
1402,2014/12/29 20:00,13.44,0.20994,0.0838,307
1403,2014/12/29 21:00,14.02,0.08313,0.0539,285
1404,2014/12/29 22:00,21.78,0.92354,0.073,446
1405,2014/12/29 23:00,17.81,0.63073,0.0467,160
1406,2014/12/30 0:00,16.52,0.60956,0.0819,338
1407,2014/12/30 1:00,19.44,0.83096,0.0318,91
1408,2014/12/30 2:00,21.04,0.23977,0.09,187
1409,2014/12/30 3:00,14.13,0.17393,0.0963,444
1410,2014/12/30 4:00,17.22,0.80465,0.0498,12
1411,2014/12/30 5:00,15.46,0.33967,0.0218,27
1412,2014/12/30 6:00,23.69,0.31446,0.0499,128
1413,2014/12/30 7:00,24.45,0.46876,0.0616,324
1414,2014/12/30 8:00,18.85,0.30689,0.0441,490
1415,2014/12/30 9:00,12.4,0.21203,0.0397,393
1416,2014/12/30 10:00,11.85,0.95815,0.0434,478
1417,2014/12/30 11:00,18.14,0.12397,0.0097,363
1418,2014/12/30 12:00,11.86,0.63514,0.08,328
1419,2014/12/30 13:00,18.15,0.96678,0.0514,123
1420,2014/12/30 14:00,19.89,0.33556,0.007,312
1421,2014/12/30 15:00,21.94,0.35926,0.0233,16
1422,2014/12/30 16:00,15.51,0.89078,0.0434,310
1423,2014/12/30 17:00,19.44,0.75384,0.0864,442
1424,2014/12/30 18:00,21.44,0.44862,0.0365,424
1425,2014/12/30 19:00,12.7,0.20159,0.0728,246
1426,2014/12/30 20:00,13.13,0.68162,0.0283,162
1427,2014/12/30 21:00,15.06,0.7962,0.0228,439
1428,2014/12/30 22:00,10.62,0.08891,0.0192,292
1429,2014/12/30 23:00,21.97,0.05126,0.0054,111
1430,2014/12/31 0:00,11.35,0.75396,0.0675,176
1431,2014/12/31 1:00,23.52,0.06811,0.029,166
1432,2014/12/31 2:00,21.31,0.04935,0.0207,224
1433,2014/12/31 3:00,17.97,0.39594,0.0278,120
1434,2014/12/31 4:00,22.25,0.618,0.0357,487
1435,2014/12/31 5:00,16.76,0.61728,0.0593,214
1436,2014/12/31 6:00,22.96,0.49478,0.0475,380
